StartTime,label,background_flow_count,normal_flow_count,n_conn,n_dports>1024,n_dports<1024,n_sports>1024,n_sports<1024,avg_duration,n_s_a_p_address,n_s_b_p_address,n_s_c_p_address,n_s_na_p_address,n_d_a_p_address,n_d_b_p_address,n_d_c_p_address,n_d_na_p_address,n_tcp,n_icmp,n_udp
2011-08-10 10:48:10,Normal,101,0,101,1612692,3604,3861294,56649,576.2680451287127,39,56,6,0,17,77,7,0,18,1,82
2011-08-10 10:48:11,Normal,95,3,98,1028581,5399,3701775,4076,566.1575650204081,30,62,6,0,6,83,9,0,13,2,82
2011-08-10 10:48:12,Normal,126,4,130,1088742,6011,5302488,35637,487.4702232692307,27,90,13,0,11,114,5,0,13,2,115
2011-08-10 10:48:13,Normal,84,0,84,907821,3205,3076207,54471,718.9116418690477,28,44,12,0,8,70,6,0,16,2,66
2011-08-10 10:48:14,Normal,110,0,110,1095767,4960,3953532,2081,804.9218644727272,33,67,10,0,20,80,10,0,25,0,85
2011-08-10 10:48:15,Normal,98,0,98,894131,4218,3440655,4247,670.4955263163265,34,54,10,0,14,77,7,0,26,4,68
2011-08-10 10:48:16,Normal,182,2,184,895357,10547,7902802,55946,324.3009349239131,25,151,8,0,40,139,5,0,51,1,132
2011-08-10 10:48:17,Normal,111,0,111,1017642,3521,3887716,45576,718.4840907927927,34,65,12,0,27,83,0,1,31,1,79
2011-08-10 10:48:18,Normal,130,0,130,1287219,17163,5564673,3095,624.3820194076924,31,91,8,0,20,108,2,0,14,1,115
2011-08-10 10:48:19,Normal,100,0,100,858758,16851,4067934,22265,689.8284638099999,39,53,8,0,11,87,2,0,18,0,81
2011-08-10 10:48:20,Normal,103,0,103,1067631,4631,3690963,36312,510.0851029708738,34,59,10,0,16,80,5,2,21,1,79
2011-08-10 10:48:21,Normal,136,0,136,820280,7295,5996885,50613,406.6824066691176,21,105,10,0,47,79,9,1,54,1,80
2011-08-10 10:48:22,Normal,112,3,115,822112,16939,4658246,55771,458.0619520521739,24,83,8,0,9,102,4,0,12,1,102
2011-08-10 10:48:23,Normal,100,0,100,950106,3973,4127744,58554,631.5832570200001,29,65,6,0,17,76,7,0,25,3,72
2011-08-10 10:48:24,Normal,109,3,112,1098223,18858,3983310,29982,970.3774312232144,37,64,11,0,15,92,5,0,28,2,82
2011-08-10 10:48:25,Normal,96,0,96,945870,3847,3753315,59092,588.8537761458334,24,66,6,0,11,82,2,1,13,1,81
2011-08-10 10:48:26,Normal,136,0,136,1107236,6356,5375110,52582,542.2693494264705,33,95,8,0,15,110,10,1,27,3,105
2011-08-10 10:48:27,Normal,136,0,136,1224918,18221,5348988,58386,702.8731285073529,34,88,14,0,16,105,15,0,26,2,108
2011-08-10 10:48:28,Normal,125,0,125,1096019,18638,4738071,17099,552.4230495200001,46,71,8,0,11,111,3,0,13,1,110
2011-08-10 10:48:29,Normal,92,0,92,1142899,16277,3115372,53040,787.3283762173912,29,54,9,0,14,76,2,0,12,1,78
2011-08-10 10:48:30,Normal,95,0,95,1074298,16344,3451265,36606,441.4668485789474,28,60,7,0,14,79,2,0,12,2,81
2011-08-10 10:48:31,Normal,103,0,103,671721,5789,3994820,54676,338.4276362912622,22,76,5,0,14,79,10,0,19,1,82
2011-08-10 10:48:32,Normal,96,3,99,776472,19299,3667564,30903,406.20590281818187,34,62,3,0,12,80,7,0,22,3,74
2011-08-10 10:48:33,Normal,89,0,89,1040902,4252,3480008,63519,499.38912428089884,25,56,8,0,17,69,3,0,15,2,72
2011-08-10 10:48:34,Normal,80,2,82,874934,18674,2734020,62428,659.1111002439025,30,49,3,0,17,62,2,1,20,2,60
2011-08-10 10:48:35,Normal,113,0,113,1581224,4461,3976327,53983,677.2106657168141,36,70,7,0,22,89,2,0,10,3,98
2011-08-10 10:48:36,Normal,103,0,103,943461,17084,3848361,27304,555.3435326310681,41,51,11,0,7,95,1,0,19,1,82
2011-08-10 10:48:37,Normal,112,0,112,1367301,39022,4303931,12763,889.4166184464285,37,63,12,0,16,93,2,1,18,1,92
2011-08-10 10:48:38,Normal,113,0,113,1017642,17240,3933613,24810,635.7652551327435,37,69,7,0,19,92,2,0,17,2,93
2011-08-10 10:48:39,Normal,126,0,126,1097364,17367,4666716,29430,476.4545615476191,40,78,8,0,25,99,2,0,25,2,99
2011-08-10 10:48:40,Normal,89,0,89,892836,17745,3437048,44203,853.4293707865168,31,51,7,0,7,72,10,0,22,0,66
2011-08-10 10:48:41,Normal,123,0,123,1085707,18217,4674519,47958,584.4164751707318,37,77,9,0,22,101,0,0,18,0,105
2011-08-10 10:48:42,Normal,112,4,116,861761,3898,4616800,46798,578.5059166896551,27,85,4,0,26,88,2,0,26,2,88
2011-08-10 10:48:43,Normal,103,0,103,1262932,17034,3602403,23523,702.5971927864076,30,62,11,0,16,86,1,0,11,1,91
2011-08-10 10:48:44,Normal,86,0,86,796258,4468,2845779,62324,766.1858119534883,36,39,11,0,12,71,3,0,24,0,62
2011-08-10 10:48:45,Normal,91,0,91,1082783,16148,3462193,57219,703.5405585934066,26,51,14,0,9,80,2,0,9,1,81
2011-08-10 10:48:46,Normal,95,0,95,1271814,16384,3191451,7203,643.3959010526316,33,55,7,0,20,74,1,0,19,2,74
2011-08-10 10:48:47,Normal,130,0,130,1027401,20167,5020442,52733,450.0779916846154,38,86,6,0,24,105,1,0,25,4,101
2011-08-10 10:48:48,Normal,72,11,83,865819,60932,3056643,14132,614.2819643253011,27,50,6,0,13,65,5,0,14,3,65
2011-08-10 10:48:49,Normal,114,5,119,1284358,16727,4563555,28596,638.2935146890758,37,73,9,0,18,96,5,0,20,4,95
2011-08-10 10:48:50,Normal,72,3,75,506445,17224,2821110,11379,698.3956542,23,46,6,0,10,62,3,0,17,2,55
2011-08-10 10:48:51,Normal,80,0,80,678872,3371,3086191,48631,516.454022375,17,61,2,0,10,66,4,0,15,0,65
2011-08-10 10:48:52,Normal,120,3,123,1074556,4941,4204253,35983,642.5225169105692,31,84,8,0,29,91,3,0,26,1,96
2011-08-10 10:48:53,Normal,92,0,92,1273030,16830,2759376,37697,638.3629848043478,33,48,11,0,17,68,7,0,17,6,69
2011-08-10 10:48:54,Normal,124,3,127,1460827,19338,3409555,63879,532.7682321574803,40,81,6,0,30,91,6,0,27,4,95
2011-08-10 10:48:55,Normal,99,0,99,1605990,17455,2918850,3860,820.2490312828284,33,56,10,0,16,76,7,0,15,4,80
2011-08-10 10:48:56,Normal,119,0,119,953065,18882,4178917,48454,688.6493681932774,34,71,14,0,7,107,4,1,16,2,101
2011-08-10 10:48:57,Normal,118,0,118,788905,19447,4615668,64350,527.4452188559322,37,74,7,0,13,105,0,0,24,1,91
2011-08-10 10:48:58,Normal,114,0,114,920245,20603,3950872,29288,366.5900446666667,27,85,2,0,25,85,4,0,28,3,83
2011-08-10 10:48:59,Normal,217,0,217,863637,23627,10484926,11369,291.1626870599078,34,179,4,0,12,205,0,0,12,3,202
2011-08-10 10:49:00,Normal,101,0,101,679082,18117,3492143,49994,462.5251853663366,35,57,9,0,18,76,7,0,30,4,66
2011-08-10 10:49:01,Normal,85,0,85,710449,17548,3074722,4947,650.3038777411766,30,47,8,0,8,74,3,0,12,2,71
2011-08-10 10:49:02,Normal,94,3,97,1061071,3170,3724137,40348,663.7497606288659,26,62,9,0,12,83,2,0,8,1,88
2011-08-10 10:49:03,Normal,117,0,117,897377,5463,4789220,63464,272.24427392307695,31,78,8,0,11,105,1,0,13,3,100
2011-08-10 10:49:04,Normal,87,0,87,1121804,2551,2825655,36505,812.2374225632184,36,42,9,0,14,71,2,0,10,3,74
2011-08-10 10:49:05,Normal,89,0,89,728940,16420,3211505,43226,455.7607268089888,30,51,8,0,6,81,2,0,10,2,77
2011-08-10 10:49:06,Normal,105,0,105,968663,16263,3401341,1794,510.77870869523815,40,61,4,0,20,79,6,0,25,4,76
2011-08-10 10:49:07,Normal,116,0,116,1141996,5135,4186511,36132,647.1860161379311,31,81,4,0,34,78,4,0,35,5,76
2011-08-10 10:49:08,Normal,161,0,161,1096525,19356,6254298,33294,356.32570255279506,42,110,9,0,18,140,3,0,25,5,130
2011-08-10 10:49:09,Normal,176,0,176,946073,8574,7533437,65890,377.66787726704547,32,131,13,0,57,113,6,0,71,3,101
2011-08-10 10:49:10,Normal,104,0,104,935310,4880,3916008,50700,482.8757774326923,39,57,8,0,11,91,2,0,16,1,87
2011-08-10 10:49:11,Normal,90,0,90,1007444,58635,3074870,15165,604.2058379333332,42,45,3,0,8,79,3,0,12,4,73
2011-08-10 10:49:12,Normal,68,3,71,603022,6387,2522157,4494,605.3825210422536,28,35,8,0,6,62,3,0,11,2,57
2011-08-10 10:49:13,Normal,107,0,107,1230720,4319,3971667,56841,428.07901631775707,38,62,7,0,12,93,2,0,10,7,90
2011-08-10 10:49:14,Normal,85,0,85,1045376,2410,3118759,2345,640.8260168470587,35,39,11,0,17,65,3,0,11,3,71
2011-08-10 10:49:15,Normal,98,0,98,1044724,18791,3211823,8792,579.5034628775511,34,53,11,0,13,84,1,0,15,0,83
2011-08-10 10:49:16,Normal,156,0,156,987518,21709,7088355,43159,563.1547157115385,38,110,8,0,44,109,3,0,48,2,105
2011-08-10 10:49:17,Normal,120,0,120,1026963,18468,5120217,62137,256.7709479916667,26,91,3,0,17,100,3,0,11,1,108
2011-08-10 10:49:18,Normal,131,0,131,1264335,40882,5434933,60478,417.8870532442748,33,90,8,0,31,97,3,0,31,3,97
2011-08-10 10:49:19,Normal,227,0,227,999509,13575,9807797,42321,206.02301972246696,35,186,6,0,97,126,4,0,97,1,129
2011-08-10 10:49:20,Normal,149,0,149,1269678,20459,5802672,24921,548.1574144496644,43,91,15,0,37,109,2,1,34,2,112
2011-08-10 10:49:21,Normal,111,0,111,1176226,19585,3775420,7843,758.1795131531529,31,70,10,0,24,77,7,3,26,2,82
2011-08-10 10:49:22,Normal,122,3,125,1768513,3607,4778272,1691,542.463102784,37,84,4,0,25,93,7,0,18,3,104
2011-08-10 10:49:23,Normal,166,0,166,1254618,20815,7226778,56293,258.2747982590361,27,129,10,0,32,105,28,1,48,2,115
2011-08-10 10:49:24,Normal,147,3,150,1159094,6239,6048695,64639,437.7929340266666,34,112,4,0,22,107,21,0,39,3,108
2011-08-10 10:49:25,Normal,103,0,103,1238549,16613,4013520,50388,472.88605996116496,25,72,6,0,20,74,8,1,14,4,84
2011-08-10 10:49:26,Normal,168,0,168,1106342,11589,6422526,51784,510.97245147619054,36,128,4,0,31,117,20,0,41,3,122
2011-08-10 10:49:27,Normal,131,0,131,1575829,17952,4429245,1009,415.7655819541985,43,80,8,0,32,93,6,0,28,3,100
2011-08-10 10:49:28,Normal,116,0,116,1392700,4082,3996820,63223,578.7199874482759,33,73,10,0,30,80,5,1,21,2,91
2011-08-10 10:49:29,Normal,123,0,123,1976150,6102,4033066,6189,548.927099300813,30,86,7,0,30,87,6,0,22,6,95
2011-08-10 10:49:30,Normal,123,0,123,1833373,4972,4713726,34023,529.6119419268293,24,94,5,0,35,83,5,0,15,3,105
2011-08-10 10:49:31,Normal,101,0,101,1247381,17446,4078118,9325,401.0250704158415,26,70,5,0,26,74,1,0,11,1,89
2011-08-10 10:49:32,Normal,122,3,125,1540399,17366,4268992,60095,528.3429868320001,42,78,5,0,26,95,4,0,16,3,106
2011-08-10 10:49:33,Normal,110,0,110,1531563,16308,3846569,39484,535.7920850454545,38,69,3,0,28,77,5,0,18,3,88
2011-08-10 10:49:34,Normal,124,3,127,1820619,17797,4741095,59474,555.8725558503936,37,82,8,0,29,95,3,0,10,2,115
2011-08-10 10:49:35,Normal,100,0,100,1600711,16767,3428109,49213,471.68003831000004,37,58,5,0,27,70,3,0,13,4,83
2011-08-10 10:49:36,Normal,124,0,124,1557620,17197,4677345,48341,509.1920067338709,37,80,7,0,21,100,3,0,12,5,107
2011-08-10 10:49:37,Normal,115,0,115,2283143,16036,3650977,46110,778.432996947826,31,78,6,0,33,73,9,0,10,5,99
2011-08-10 10:49:38,Normal,119,0,119,1452642,3443,4467241,58525,550.3733700840336,33,79,7,0,15,97,7,0,17,4,98
2011-08-10 10:49:39,Normal,141,0,141,1484353,18861,5309282,52825,505.4101577730496,37,96,8,0,32,104,5,0,23,2,116
2011-08-10 10:49:40,Normal,91,0,91,1109149,26187,3824914,59114,575.7388871648351,39,46,6,0,15,75,1,0,21,3,67
2011-08-10 10:49:41,Normal,108,0,108,1006262,4988,4699329,60366,555.3826747222223,38,63,7,0,15,88,5,0,19,1,88
2011-08-10 10:49:42,Normal,120,3,123,1710447,5040,3988740,44863,774.5337245528455,35,79,9,0,31,91,1,0,11,2,110
2011-08-10 10:49:43,Normal,101,0,101,1575852,50414,3138053,16706,882.6271426435644,38,51,12,0,18,77,6,0,11,5,85
2011-08-10 10:49:44,Normal,115,0,115,1300017,15909,4162105,35958,511.4351834347825,44,69,2,0,12,100,3,0,6,3,106
2011-08-10 10:49:45,Normal,108,2,110,1082185,17628,4019327,36543,495.9462401090909,41,56,13,0,14,88,8,0,11,4,95
2011-08-10 10:49:46,Normal,115,0,115,1077781,17108,4030449,30718,537.7959682521739,53,53,9,0,14,100,1,0,15,7,93
2011-08-10 10:49:47,Normal,104,0,104,1187852,16425,4219251,58499,708.0749187307691,27,69,8,0,19,80,5,0,9,1,94
2011-08-10 10:49:48,Normal,148,0,148,1913055,6657,3824466,52165,720.705713722973,48,93,7,0,53,90,5,0,34,2,112
2011-08-10 10:49:49,Normal,133,0,133,1387334,72111,4837839,14985,409.0785820451128,27,101,5,0,24,95,14,0,23,2,108
2011-08-10 10:49:50,Normal,100,0,100,1245525,11390,3453223,39994,801.16018207,37,51,12,0,14,79,7,0,20,2,77
2011-08-10 10:49:51,Normal,87,0,87,1167242,22080,3113581,1807,616.8051958045978,29,49,9,0,10,76,1,0,8,5,74
2011-08-10 10:49:52,Normal,73,3,76,755053,3324,2469731,29739,640.2845683289473,39,30,7,0,9,64,1,2,6,0,70
2011-08-10 10:49:53,Normal,153,0,153,740045,43138,6807454,1289,424.1223807385621,33,113,7,0,24,106,23,0,48,3,100
2011-08-10 10:49:54,Normal,98,0,98,895305,18359,3216229,19847,841.8660788061225,33,58,7,0,16,81,1,0,18,3,75
2011-08-10 10:49:55,Normal,152,3,155,1573618,8172,6104063,3590,347.16140234838707,49,101,5,0,30,119,6,0,21,2,131
2011-08-10 10:49:56,Normal,98,0,98,1146875,4432,3563935,4368,605.3909152142858,28,64,6,0,19,76,3,0,9,3,85
2011-08-10 10:49:57,Normal,96,0,96,1068984,5781,3785993,3211,658.4900064375,36,55,5,0,14,80,2,0,14,2,80
2011-08-10 10:49:58,Normal,183,0,183,1593140,22201,6462716,18524,471.83240656830594,30,144,9,0,75,103,5,0,57,3,122
2011-08-10 10:49:59,Normal,159,0,159,1645428,69270,5527867,14134,491.3562753333333,37,110,12,0,43,102,14,0,30,1,128
2011-08-10 10:50:00,Normal,117,0,117,1214756,19897,4454325,59418,528.917209974359,30,79,8,0,28,83,6,0,21,2,94
2011-08-10 10:50:01,Normal,209,0,209,1186740,25106,5575827,10262,216.85321046411482,40,160,9,0,86,120,3,0,85,1,123
2011-08-10 10:50:02,Normal,122,3,125,792153,9720,3513061,2314,494.69991995199996,31,91,3,0,41,81,3,0,46,3,76
2011-08-10 10:50:03,Normal,114,0,114,811794,21042,4050211,13532,381.951915877193,30,71,13,0,7,104,3,0,14,3,97
2011-08-10 10:50:04,Normal,105,0,105,1311939,21454,3787219,7392,728.6824774761906,27,68,10,0,22,77,6,0,18,1,86
2011-08-10 10:50:05,Normal,123,0,123,1227929,17499,4745549,57866,358.4628313739838,31,79,13,0,18,103,2,0,8,1,114
2011-08-10 10:50:06,Normal,92,0,92,775959,18887,3569869,50917,560.7015955543479,33,47,12,0,10,81,1,0,10,3,79
2011-08-10 10:50:07,Normal,99,0,99,1253871,16272,3425508,5453,470.31236989898986,32,62,5,0,10,85,4,0,10,2,87
2011-08-10 10:50:08,Normal,121,0,121,1409381,18312,4100812,58049,511.05484078512393,31,81,9,0,32,88,1,0,17,4,99
2011-08-10 10:50:09,Normal,148,0,148,1167358,24598,5807677,55257,499.592655,35,106,7,0,30,116,2,0,23,2,123
2011-08-10 10:50:10,Normal,129,0,129,1605343,5260,4576273,48636,684.2279649922481,37,85,7,0,24,104,1,0,10,3,116
2011-08-10 10:50:11,Normal,141,0,141,2097626,4558,4288613,3977,622.3970768794326,39,90,12,0,40,96,5,0,15,6,119
2011-08-10 10:50:12,Normal,121,3,124,1390365,17654,4233809,38032,564.8680818225805,37,79,8,0,23,96,5,0,10,9,105
2011-08-10 10:50:13,Normal,64,0,64,817864,37626,2334203,34039,456.990430984375,28,31,5,0,9,52,3,0,9,0,55
2011-08-10 10:50:14,Normal,138,0,138,1614233,12143,4380212,60868,575.0467249492754,40,88,10,0,26,106,6,0,25,5,108
2011-08-10 10:50:15,Normal,140,0,140,1450648,18104,4880973,41105,474.9389799642857,46,84,10,0,17,120,3,0,13,2,124
2011-08-10 10:50:16,Normal,98,0,98,1088168,17243,3014315,63633,486.76735268367344,42,49,7,0,18,78,2,0,21,2,75
2011-08-10 10:50:17,Normal,148,0,148,1183642,6670,4137398,32982,335.41385513513507,43,99,6,0,19,129,0,0,47,2,99
2011-08-10 10:50:18,Normal,110,0,110,1325693,17290,4135278,24318,561.9386843181818,45,57,8,0,13,95,2,0,6,2,102
2011-08-10 10:50:19,Normal,87,0,87,1139241,15535,2725403,60425,518.6771252413791,36,43,8,0,18,67,2,0,15,2,70
2011-08-10 10:50:20,Normal,143,0,143,1534700,18100,5221416,61872,471.1788168321678,42,95,6,0,25,115,1,2,10,1,130
2011-08-10 10:50:21,Normal,110,0,110,1359267,4073,3319262,2655,657.695495490909,37,67,6,0,12,94,3,1,12,4,93
2011-08-10 10:50:22,Normal,127,3,130,1515640,4656,4606356,1196,495.30400526923074,40,82,8,0,20,104,5,1,14,2,113
2011-08-10 10:50:23,Normal,137,0,137,1104578,6698,5128896,1800,428.3495251167883,30,99,8,0,32,96,9,0,33,4,100
2011-08-10 10:50:24,Normal,145,0,145,1662517,5030,5060237,1800,330.18525522068967,33,104,8,0,35,105,5,0,22,4,119
2011-08-10 10:50:25,Normal,136,3,139,1299132,4758,4947721,1028,437.89359212230215,29,101,9,0,36,97,6,0,29,3,106
2011-08-10 10:50:26,Normal,83,0,83,1208615,16011,2581612,21581,728.0420387831325,31,42,10,0,15,62,6,0,10,2,71
2011-08-10 10:50:27,Normal,107,0,107,1087513,17117,3882186,54639,428.2002927663551,30,67,10,0,11,91,5,0,10,3,94
2011-08-10 10:50:28,Normal,112,0,112,1129583,16188,4401128,49475,437.29436939285705,34,70,8,0,18,90,4,0,16,2,93
2011-08-10 10:50:29,Normal,172,0,172,938244,11406,7456257,51671,346.8785501744186,39,125,8,0,45,115,12,0,56,2,114
2011-08-10 10:50:30,Normal,111,0,111,1104501,25246,3618463,15504,558.863404117117,37,66,8,0,13,94,3,1,11,3,96
2011-08-10 10:50:31,Normal,151,0,151,1133487,8620,6137885,65034,376.71390866225164,35,107,9,0,38,102,11,0,41,1,108
2011-08-10 10:50:32,Normal,106,3,109,894347,19569,3890663,16646,716.7228968623853,38,63,8,0,12,95,2,0,11,2,96
2011-08-10 10:50:33,Normal,125,0,125,1655225,16802,4021412,29202,450.65529197599994,48,70,7,0,25,99,1,0,15,2,108
2011-08-10 10:50:34,Normal,89,0,89,1073662,2962,2947150,51155,617.3492545280899,33,47,9,0,13,74,2,0,17,2,69
2011-08-10 10:50:35,Normal,108,0,108,1019628,3728,3594805,3240,593.6003528611111,32,72,4,0,22,80,6,0,17,2,89
2011-08-10 10:50:36,Normal,119,0,119,1420267,3694,4248276,50509,504.3812366386555,36,72,11,0,22,93,4,0,9,1,109
2011-08-10 10:50:37,Normal,90,0,90,1115388,2844,2710015,2398,612.1343088333333,43,40,7,0,12,78,0,0,15,1,73
2011-08-10 10:50:38,Normal,95,0,95,866829,3323,3358379,4979,438.4786783789474,31,53,11,0,12,81,2,0,13,3,79
2011-08-10 10:50:39,Normal,92,0,92,1383561,9581,2990606,60862,433.1419454239131,29,58,5,0,18,72,2,0,6,3,83
2011-08-10 10:50:40,Normal,118,0,118,1401033,36984,4083991,1802,589.930202042373,38,69,11,0,13,103,2,0,6,4,108
2011-08-10 10:50:41,Normal,117,0,117,1247264,3798,4010847,3946,529.1314007863248,47,63,7,0,11,101,5,0,14,2,101
2011-08-10 10:50:42,Normal,89,3,92,1121890,16064,2714732,59217,1000.1667602173915,42,45,5,0,16,74,2,0,8,3,80
2011-08-10 10:50:43,Normal,113,0,113,1652707,4152,3513161,54646,431.4053240353983,36,66,11,0,21,91,1,0,10,4,99
2011-08-10 10:50:44,Normal,105,0,105,1843765,14992,3143957,55534,669.9778096761904,36,55,14,0,29,73,3,0,8,1,96
2011-08-10 10:50:45,Normal,113,1,114,1569509,2601,3842992,61237,514.8889045438596,36,69,9,0,21,90,3,0,14,5,95
2011-08-10 10:50:46,Normal,140,0,140,1195846,19694,4915886,31580,341.98312505,41,95,4,0,33,104,3,0,31,4,105
2011-08-10 10:50:47,Normal,84,0,84,1102739,1967,2438874,62173,668.6169030595239,31,47,6,0,21,60,3,0,15,3,66
2011-08-10 10:50:48,Normal,150,0,150,1485020,21981,5506586,63057,481.0934798733334,32,105,13,0,37,104,7,2,29,0,121
2011-08-10 10:50:49,Normal,101,0,101,1584134,15843,3304342,35009,565.1870590693069,40,52,9,0,20,76,5,0,10,3,88
2011-08-10 10:50:50,Normal,201,2,203,1471832,19955,7549643,15164,376.913396004926,50,149,4,0,85,113,5,0,73,5,124
2011-08-10 10:50:51,Normal,103,0,103,981348,19183,3601716,53421,531.0873453300972,32,66,5,0,15,84,4,0,17,4,82
2011-08-10 10:50:52,Normal,89,3,92,1246870,1361,2970029,765,406.28584438043475,29,50,13,0,15,74,3,0,12,7,73
2011-08-10 10:50:53,Normal,102,0,102,1123503,3585,4101658,61250,523.1873110392157,38,55,9,0,7,93,2,0,7,3,92
2011-08-10 10:50:54,Normal,121,0,121,1654072,19610,3727586,49859,457.47858219834717,43,68,10,0,28,88,5,0,19,9,93
2011-08-10 10:50:55,Normal,106,3,109,928060,4159,3660026,56009,467.8097609174312,35,65,9,0,16,89,4,0,14,1,94
2011-08-10 10:50:56,Normal,149,0,149,1317775,6693,6428186,53168,180.1129147248322,32,114,3,0,32,109,8,0,29,5,114
2011-08-10 10:50:57,Normal,101,0,101,844145,18861,3651616,18295,496.5835834653464,33,54,14,0,5,92,0,4,7,3,91
2011-08-10 10:50:58,Normal,133,0,133,1185522,6835,4874866,58923,514.7944379172932,37,89,7,0,36,93,4,0,27,5,101
2011-08-10 10:50:59,Normal,108,0,108,1397701,2033,3682337,39076,587.6063545833334,44,55,9,0,17,89,2,0,7,4,96
2011-08-10 10:51:00,Normal,261,0,261,1542840,12794,11920707,60522,198.26634150574714,38,213,10,0,22,231,8,0,13,5,242
2011-08-10 10:51:01,Normal,76,0,76,869700,15681,2524653,16208,555.280628144737,24,44,8,0,10,63,3,0,5,3,68
2011-08-10 10:51:02,Normal,115,3,118,1492817,4905,3859948,59485,773.7797057966101,31,80,7,0,22,92,4,0,23,1,94
2011-08-10 10:51:03,Normal,132,0,132,1098964,7825,5229996,60365,524.3836142348486,30,94,8,0,13,111,8,0,14,5,113
2011-08-10 10:51:04,Normal,142,0,142,1341726,8187,5712797,54142,179.1801502112676,26,107,9,0,23,109,10,0,33,7,101
2011-08-10 10:51:05,Normal,194,0,194,1577256,54301,8230706,15338,228.3760092216495,33,154,7,0,28,145,21,0,37,12,144
2011-08-10 10:51:06,Normal,202,0,202,1340678,53643,8421631,22623,248.11175393069308,28,162,12,0,36,155,11,0,43,13,146
2011-08-10 10:51:07,Normal,160,0,160,1052798,20253,6637011,38836,367.29662858125005,29,121,10,0,30,123,7,0,33,7,119
2011-08-10 10:51:08,Normal,245,0,245,1716465,67041,10333280,22623,246.3432739346939,31,209,5,0,65,169,11,0,59,13,173
2011-08-10 10:51:09,Normal,259,0,259,1351022,14430,10979686,50555,226.60493442471042,36,218,5,0,52,199,8,0,55,9,195
2011-08-10 10:51:10,Normal,138,0,138,1057353,7141,5608600,56646,501.419710615942,36,84,18,0,11,118,9,0,18,1,119
2011-08-10 10:51:11,Normal,145,0,145,778058,7527,6161883,54004,361.44296442068963,27,111,7,0,17,107,21,0,30,3,112
2011-08-10 10:51:12,Normal,84,3,87,1069149,53702,3064431,14401,416.8444845172415,34,46,7,0,15,69,3,0,9,3,75
2011-08-10 10:51:13,Normal,127,0,127,1468472,16309,4552424,65560,520.5161288897639,48,68,11,0,18,105,4,0,16,3,108
2011-08-10 10:51:14,Normal,126,0,126,1410618,7228,4670555,59537,781.0072261031745,49,70,7,0,27,91,8,0,12,2,111
2011-08-10 10:51:15,Normal,100,0,100,773019,17540,4012440,26642,570.72300487,33,55,12,0,7,91,2,0,13,1,85
2011-08-10 10:51:16,Normal,117,0,117,1684519,61130,3888998,15676,536.7960938547008,30,83,4,0,29,81,6,1,19,3,95
2011-08-10 10:51:17,Normal,90,0,90,860588,15742,2985186,29213,713.2958451888887,30,56,4,0,11,76,3,0,9,1,80
2011-08-10 10:51:18,Normal,122,0,122,1216730,19803,4691381,25983,481.78035137704916,42,75,5,0,23,97,2,0,24,2,96
2011-08-10 10:51:19,Normal,132,0,132,823120,20926,5429547,55846,350.4519829621213,41,85,6,0,25,107,0,0,29,5,98
2011-08-10 10:51:20,Normal,123,0,123,1276588,18592,4159543,33502,453.49776037398374,28,87,8,0,26,88,7,2,18,5,98
2011-08-10 10:51:21,Normal,126,0,126,1145754,18646,4553422,47910,475.03319082539684,38,81,7,0,15,106,4,1,16,0,109
2011-08-10 10:51:22,Normal,123,3,126,1184828,7889,4362347,54249,523.4314870714285,34,82,10,0,13,105,7,1,16,3,105
2011-08-10 10:51:23,Normal,102,0,102,1119100,18030,3564987,29352,500.15912954901955,44,51,7,0,19,79,4,0,24,4,74
2011-08-10 10:51:24,Normal,118,0,118,1315127,3329,4265075,44068,470.73459814406783,41,69,8,0,21,95,2,0,16,1,101
2011-08-10 10:51:25,Normal,109,3,112,1477466,37803,3932408,14905,584.9003774285715,35,71,6,0,20,78,14,0,16,2,94
2011-08-10 10:51:26,Normal,139,0,139,1262125,13446,5548062,4864,384.01751648920873,41,96,2,0,30,102,6,1,24,2,112
2011-08-10 10:51:27,Normal,94,0,94,1018001,3409,3234246,61754,448.88766209574453,29,60,5,0,13,76,5,0,19,1,74
2011-08-10 10:51:28,Normal,109,0,109,1251290,16660,3468456,46415,743.7258573486239,37,66,6,0,27,82,0,0,20,3,86
2011-08-10 10:51:29,Normal,109,0,109,1125165,3080,3531405,55525,806.7608518073392,35,65,9,0,14,89,6,0,19,0,90
2011-08-10 10:51:30,Normal,119,0,119,1037909,18257,4364484,64140,439.169380067227,39,70,10,0,15,100,4,0,16,4,98
2011-08-10 10:51:31,Normal,122,0,122,1208987,37280,4993037,14905,447.0147945,41,70,11,0,10,108,4,0,13,2,106
2011-08-10 10:51:32,Normal,82,3,85,827366,3850,3098582,59444,742.4501155999999,33,44,8,0,9,75,1,0,13,0,72
2011-08-10 10:51:33,Normal,89,0,89,941752,2871,2900701,57033,795.6560690449438,37,46,6,0,6,80,3,0,13,1,75
2011-08-10 10:51:34,Normal,97,0,97,977173,16831,3486796,46892,692.5690766804124,48,42,7,0,3,94,0,0,6,0,91
2011-08-10 10:51:35,Normal,88,0,88,1096555,16206,2534570,36676,992.8925313863637,31,52,5,0,20,68,0,0,9,1,78
2011-08-10 10:51:36,Normal,136,0,136,1329505,4682,5187515,3152,584.2792766764707,40,87,9,0,16,115,5,0,22,2,112
